Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,
93575,Facaeni,0.83475,0.83475,2.7825,2.7825,11.13,0.5565,0.83475,2.7825,
93600,Gheorghe Doja,0.3957,0.3957,1.319,1.319,5.276,0.2638,0.3957,1.319,
93628,Gheorghe Lazar,0.34725,0.34725,1.1575,1.1575,4.63,0.2315,0.34725,1.1575,
93646,Giurgeni,0.2211,0.2211,0.737,0.737,2.948,0.1474,0.2211,0.737,
93664,Gradistea,0.71835,0.71835,2.3945,2.3945,9.578,0.4789,0.71835,2.3945,
93717,Grindu,0.31635,0.31635,1.0545,1.0545,4.218,0.2109,0.31635,1.0545,
93735,Grivita,0.5169,0.5169,1.723,1.723,6.892,0.3446,0.5169,1.723,
93771,Independenta,0.5319,0.5319,1.773,1.773,7.092,0.3546,0.5319,1.773,
93815,Jegalia,0.6441,0.6441,2.147,2.147,8.588,0.4294,0.6441,2.147,
93851,Lehliu,0.3888,0.3888,1.296,1.296,5.184,0.2592,0.3888,1.296,
93888,Oras Lehliu Gara,1.00665,1.00665,3.3555,3.3555,13.422,0.6711,1.00665,3.3555,
93931,Lupsanu,0.4797,0.4797,1.599,1.599,6.396,0.3198,0.4797,1.599,
93995,Mihail Kogalniceanu,0.492,0.492,1.64,1.64,6.56,0.328,0.492,1.64,
94045,Milosesti,0.40065,0.40065,1.3355,1.3355,5.342,0.2671,0.40065,1.3355,
94081,Movila,0.29925,0.29925,0.9975,0.9975,3.99,0.1995,0.29925,0.9975,
94107,Munteni-Buzau,0.5265,0.5265,1.755,1.755,7.02,0.351,0.5265,1.755,
94125,Alexandru Odobescu,0.4104,0.4104,1.368,1.368,5.472,0.2736,0.4104,1.368,
94161,Perieti,0.56085,0.56085,1.8695,1.8695,7.478,0.3739,0.56085,1.8695,
94223,Perisoru,0.795,0.795,2.65,2.65,10.6,0.53,0.795,2.65,
94269,Reviga,0.4239,0.4239,1.413,1.413,5.652,0.2826,0.4239,1.413,
94312,Roseti,0.9723,0.9723,3.241,3.241,12.964,0.6482,0.9723,3.241,
94330,Salcioara,0.33735,0.33735,1.1245,1.1245,4.498,0.2249,0.33735,1.1245,
94376,Saveni,0.5286,0.5286,1.762,1.762,7.048,0.3524,0.5286,1.762,
94429,Scanteia,0.58215,0.58215,1.9405,1.9405,7.762,0.3881,0.58215,1.9405,
94456,Sfantu Gheorghe,0.2883,0.2883,0.961,0.961,3.844,0.1922,0.2883,0.961,
94492,Stelnica,0.28635,0.28635,0.9545,0.9545,3.818,0.1909,0.28635,0.9545,
94535,Suditi,0.31905,0.31905,1.0635,1.0635,4.254,0.2127,0.31905,1.0635,
94562,Stefan Cel Mare,0.49335,0.49335,1.6445,1.6445,6.578,0.3289,0.49335,1.6445,
94580,Stefan Voda,0.354,0.354,1.18,1.18,4.72,0.236,0.354,1.18,
94606,Ulmu,0.20475,0.20475,0.6825,0.6825,2.73,0.1365,0.20475,0.6825,
94651,Unirea,0.417,0.417,1.39,1.39,5.56,0.278,0.417,1.39,
94688,Valea Ciorii,0.2814,0.2814,0.938,0.938,3.752,0.1876,0.2814,0.938,
94731,Valcelele,0.2613,0.2613,0.871,0.871,3.484,0.1742,0.2613,0.871,
94768,Vlad Tepes,0.3162,0.3162,1.054,1.054,4.216,0.2108,0.3162,1.054,
94795,Vladeni,0.3264,0.3264,1.088,1.088,4.352,0.2176,0.3264,1.088,
95060,Municipiul Iasi,54.4968,54.4968,181.656,181.656,726.624,36.3312,54.4968,181.656,
95088,Barnova,0.9444,0.9444,3.148,3.148,12.592,0.6296,0.9444,3.148,
95159,Holboca,2.2329,2.2329,7.443,7.443,29.772,1.4886,2.2329,7.443,
95239,Rediu,0.91605,0.91605,3.0535,3.0535,12.214,0.6107,0.91605,3.0535,
95293,Tomesti,2.09025,2.09025,6.9675,6.9675,27.87,1.3935,2.09025,6.9675,
95355,Oras Harlau,1.86435,1.86435,6.2145,6.2145,24.858,1.2429,1.86435,6.2145,
95391,Municipiul Pascani,6.50745,6.50745,21.6915,21.6915,86.766,4.3383,6.50745,21.6915,
95471,Oras Targu Frumos,2.18895,2.18895,7.2965,7.2965,29.186,1.4593,2.18895,7.2965,
95499,Ion Neculce,0.87315,0.87315,2.9105,2.9105,11.642,0.5821,0.87315,2.9105,
95612,Alexandru I. Cuza,0.4377,0.4377,1.459,1.459,5.836,0.2918,0.4377,1.459,
95667,Andrieseni,0.6627,0.6627,2.209,2.209,8.836,0.4418,0.6627,2.209,
95747,Aroneanu,0.5718,0.5718,1.906,1.906,7.624,0.3812,0.5718,1.906,
95792,Baltati,0.8436,0.8436,2.812,2.812,11.248,0.5624,0.8436,2.812,
95872,Belcesti,1.7271,1.7271,5.757,5.757,23.028,1.1514,1.7271,5.757,
95943,Bivolari,0.6504,0.6504,2.168,2.168,8.672,0.4336,0.6504,2.168,
96003,Ungheni,0.66375,0.66375,2.2125,2.2125,8.85,0.4425,0.66375,2.2125,
96058,Braesti,0.48195,0.48195,1.6065,1.6065,6.426,0.3213,0.48195,1.6065,
96110,Butea,0.64785,0.64785,2.1595,2.1595,8.638,0.4319,0.64785,2.1595,
96147,Ceplenita,0.6651,0.6651,2.217,2.217,8.868,0.4434,0.6651,2.217,
96192,Ciortesti,0.64095,0.64095,2.1365,2.1365,8.546,0.4273,0.64095,2.1365,
96254,Ciurea,2.1735,2.1735,7.245,7.245,28.98,1.449,2.1735,7.245,
96334,Coarnele Caprei,0.45855,0.45855,1.5285,1.5285,6.114,0.3057,0.45855,1.5285,
96370,Comarna,0.8451,0.8451,2.817,2.817,11.268,0.5634,0.8451,2.817,
96423,Costuleni,0.8259,0.8259,2.753,2.753,11.012,0.5506,0.8259,2.753,
96478,Cotnari,1.19715,1.19715,3.9905,3.9905,15.962,0.7981,1.19715,3.9905,
96593,Cozmesti,0.43275,0.43275,1.4425,1.4425,5.77,0.2885,0.43275,1.4425,
96637,Cristesti,0.6126,0.6126,2.042,2.042,8.168,0.4084,0.6126,2.042,
96664,Cucuteni,0.19725,0.19725,0.6575,0.6575,2.63,0.1315,0.19725,0.6575,
96717,Dagata,0.74115,0.74115,2.4705,2.4705,9.882,0.4941,0.74115,2.4705,
96815,Deleni,1.57695,1.57695,5.2565,5.2565,21.026,1.0513,1.57695,5.2565,
96888,Dobrovat,0.36225,0.36225,1.2075,1.2075,4.83,0.2415,0.36225,1.2075,
96904,Dolhesti,0.4248,0.4248,1.416,1.416,5.664,0.2832,0.4248,1.416,
96940,Dumesti,0.7629,0.7629,2.543,2.543,10.172,0.5086,0.7629,2.543,
97009,Erbiceni,0.86805,0.86805,2.8935,2.8935,11.574,0.5787,0.86805,2.8935,
97063,Focuri,0.615,0.615,2.05,2.05,8.2,0.41,0.615,2.05,
97090,Golaiesti,0.59925,0.59925,1.9975,1.9975,7.99,0.3995,0.59925,1.9975,
97189,Gorban,0.4584,0.4584,1.528,1.528,6.112,0.3056,0.4584,1.528,
97241,Grajduri,1.26135,1.26135,4.2045,4.2045,16.818,0.8409,1.26135,4.2045,
97321,Gropnita,0.50835,0.50835,1.6945,1.6945,6.778,0.3389,0.50835,1.6945,
97394,Grozesti,0.2634,0.2634,0.878,0.878,3.512,0.1756,0.2634,0.878,
97438,Halaucesti,0.8784,0.8784,2.928,2.928,11.712,0.5856,0.8784,2.928,
97465,Helesteni,0.41325,0.41325,1.3775,1.3775,5.51,0.2755,0.41325,1.3775,
97517,Horlesti,0.46755,0.46755,1.5585,1.5585,6.234,0.3117,0.46755,1.5585,
97553,Ipatele,0.27435,0.27435,0.9145,0.9145,3.658,0.1829,0.27435,0.9145,
97606,Lespezi,0.9006,0.9006,3.002,3.002,12.008,0.6004,0.9006,3.002,
97679,Letcani,1.15185,1.15185,3.8395,3.8395,15.358,0.7679,1.15185,3.8395,
97722,Lungani,0.94965,0.94965,3.1655,3.1655,12.662,0.6331,0.94965,3.1655,
97777,Madarjac,0.25125,0.25125,0.8375,0.8375,3.35,0.1675,0.25125,0.8375,
97811,Mircesti,0.5952,0.5952,1.984,1.984,7.936,0.3968,0.5952,1.984,
97875,Mironeasa,0.8703,0.8703,2.901,2.901,11.604,0.5802,0.8703,2.901,
97919,Miroslava,2.35335,2.35335,7.8445,7.8445,31.378,1.5689,2.35335,7.8445,
98051,Miroslovesti,0.67395,0.67395,2.2465,2.2465,8.986,0.4493,0.67395,2.2465,
98113,Mogosesti,0.7986,0.7986,2.662,2.662,10.648,0.5324,0.7986,2.662,
98168,Mogosesti-Siret,0.5787,0.5787,1.929,1.929,7.716,0.3858,0.5787,1.929,
98202,Mosna,1.02795,1.02795,3.4265,3.4265,13.706,0.6853,1.02795,3.4265,
98220,Motca,0.82215,0.82215,2.7405,2.7405,10.962,0.5481,0.82215,2.7405,
98257,Movileni,0.4746,0.4746,1.582,1.582,6.328,0.3164,0.4746,1.582,
98300,Oteleni,0.56625,0.56625,1.8875,1.8875,7.55,0.3775,0.56625,1.8875,
98337,Plugari,0.5304,0.5304,1.768,1.768,7.072,0.3536,0.5304,1.768,
98373,Oras Podu Iloaiei,1.65525,1.65525,5.5175,5.5175,22.07,1.1035,1.65525,5.5175,
98435,Popesti,0.83595,0.83595,2.7865,2.7865,11.146,0.5573,0.83595,2.7865,
98505,Popricani,1.24305,1.24305,4.1435,4.1435,16.574,0.8287,1.24305,4.1435,
98603,Prisacani,0.5208,0.5208,1.736,1.736,6.944,0.3472,0.5208,1.736,
98649,Probota,0.56415,0.56415,1.8805,1.8805,7.522,0.3761,0.56415,1.8805,
98685,Raducaneni,1.3872,1.3872,4.624,4.624,18.496,0.9248,1.3872,4.624,
98738,Romanesti,0.2784,0.2784,0.928,0.928,3.712,0.1856,0.2784,0.928,
98774,Ruginoasa,0.9684,0.9684,3.228,3.228,12.912,0.6456,0.9684,3.228,
98827,Schitu Duca,0.6174,0.6174,2.058,2.058,8.232,0.4116,0.6174,2.058,
98916,Scanteia,0.8142,0.8142,2.714,2.714,10.856,0.5428,0.8142,2.714,
98998,Scobinti,1.1499,1.1499,3.833,3.833,15.332,0.7666,1.1499,3.833,
99058,Sinesti,0.6888,0.6888,2.296,2.296,9.184,0.4592,0.6888,2.296,
99101,Siretel,0.65715,0.65715,2.1905,2.1905,8.762,0.4381,0.65715,2.1905,
99165,Stolniceni-Prajescu,0.82635,0.82635,2.7545,2.7545,11.018,0.5509,0.82635,2.7545,
99209,Strunga,0.66735,0.66735,2.2245,2.2245,8.898,0.4449,0.66735,2.2245,
99290,Scheia,0.5046,0.5046,1.682,1.682,6.728,0.3364,0.5046,1.682,
99370,Sipote,0.80205,0.80205,2.6735,2.6735,10.694,0.5347,0.80205,2.6735,
99441,Tansa,0.3882,0.3882,1.294,1.294,5.176,0.2588,0.3882,1.294,
99478,Tatarusi,0.846,0.846,2.82,2.82,11.28,0.564,0.846,2.82,
99539,Todiresti,0.8001,0.8001,2.667,2.667,10.668,0.5334,0.8001,2.667,
99600,Trifesti,0.6015,0.6015,2.005,2.005,8.02,0.401,0.6015,2.005,
99673,Tibana,1.22655,1.22655,4.0885,4.0885,16.354,0.8177,1.22655,4.0885,
99780,Tibanesti,1.24575,1.24575,4.1525,4.1525,16.61,0.8305,1.24575,4.1525,
99879,Tiganasi,0.72135,0.72135,2.4045,2.4045,9.618,0.4809,0.72135,2.4045,
99922,Tutora,0.32295,0.32295,1.0765,1.0765,4.306,0.2153,0.32295,1.0765,
99968,Valea Seaca,0.9264,0.9264,3.088,3.088,12.352,0.6176,0.9264,3.088,
100004,Victoria,0.6801,0.6801,2.267,2.267,9.068,0.4534,0.6801,2.267,
100086,Vanatori,0.70575,0.70575,2.3525,2.3525,9.41,0.4705,0.70575,2.3525,
100148,Vladeni,0.6648,0.6648,2.216,2.216,8.864,0.4432,0.6648,2.216,
100219,Voinesti,1.2144,1.2144,4.048,4.048,16.192,0.8096,1.2144,4.048,
100273,Bals,0.5475,0.5475,1.825,1.825,7.3,0.365,0.5475,1.825,
100282,Costesti,0.27465,0.27465,0.9155,0.9155,3.662,0.1831,0.27465,0.9155,
100308,Draguseni,0.22695,0.22695,0.7565,0.7565,3.026,0.1513,0.22695,0.7565,
100317,Fantanele,0.3162,0.3162,1.054,1.054,4.216,0.2108,0.3162,1.054,
100326,Harmanesti,0.3744,0.3744,1.248,1.248,4.992,0.2496,0.3744,1.248,
100335,Rachiteni,0.51585,0.51585,1.7195,1.7195,6.878,0.3439,0.51585,1.7195,
100344,Roscani,0.23385,0.23385,0.7795,0.7795,3.118,0.1559,0.23385,0.7795,
100353,Valea Lupului,0.97005,0.97005,3.2335,3.2335,12.934,0.6467,0.97005,3.2335,
100362,Ciohorani,0.3039,0.3039,1.013,1.013,4.052,0.2026,0.3039,1.013,
100521,Municipiul Giurgiu,10.36575,10.36575,34.5525,34.5525,138.21,6.9105,10.36575,34.5525,
100549,Slobozia,0.35685,0.35685,1.1895,1.1895,4.758,0.2379,0.35685,1.1895,
100576,Oras Buftea,3.31995,3.31995,11.0665,11.0665,44.266,2.2133,3.31995,11.0665,
100610,Municipiul Oltenita,4.2501,4.2501,14.167,14.167,56.668,2.8334,4.2501,14.167,
100638,Mitreni,0.63165,0.63165,2.1055,2.1055,8.422,0.4211,0.63165,2.1055,
100683,Municipiul Urziceni,2.62515,2.62515,8.7505,8.7505,35.002,1.7501,2.62515,8.7505,
100709,Ciocarlia,0.11715,0.11715,0.3905,0.3905,1.562,0.0781,0.11715,0.3905,
100736,Manasia,0.70215,0.70215,2.3405,2.3405,9.362,0.4681,0.70215,2.3405,
100754,Adancata,0.3711,0.3711,1.237,1.237,4.948,0.2474,0.3711,1.237,
100781,Adunatii-Copaceni,0.9216,0.9216,3.072,3.072,12.288,0.6144,0.9216,3.072,
100834,Afumati,1.1874,1.1874,3.958,3.958,15.832,0.7916,1.1874,3.958,
100852,Alexeni,0.35985,0.35985,1.1995,1.1995,4.798,0.2399,0.35985,1.1995,
100870,Armasesti,0.34965,0.34965,1.1655,1.1655,4.662,0.2331,0.34965,1.1655,
100923,Axintele,0.36525,0.36525,1.2175,1.2175,4.87,0.2435,0.36525,1.2175,
100969,Balotesti,1.23975,1.23975,4.1325,4.1325,16.53,0.8265,1.23975,4.1325,
101001,Baneasa,0.74655,0.74655,2.4885,2.4885,9.954,0.4977,0.74655,2.4885,
101056,Barcanesti,0.5448,0.5448,1.816,1.816,7.264,0.3632,0.5448,1.816,
101083,Belciugatele,0.32265,0.32265,1.0755,1.0755,4.302,0.2151,0.32265,1.0755,
101145,Berceni,0.87405,0.87405,2.9135,2.9135,11.654,0.5827,0.87405,2.9135,
101163,Bolintin-Deal,0.9396,0.9396,3.132,3.132,12.528,0.6264,0.9396,3.132,
101190,Oras Bolintin-Vale,2.05755,2.05755,6.8585,6.8585,27.434,1.3717,2.05755,6.8585,
101243,Brazii,0.18015,0.18015,0.6005,0.6005,2.402,0.1201,0.18015,0.6005,
101298,Branesti,1.3467,1.3467,4.489,4.489,17.956,0.8978,1.3467,4.489,
101341,Brezoaele,0.5397,0.5397,1.799,1.799,7.196,0.3598,0.5397,1.799,
101378,Bucsani,0.5433,0.5433,1.811,1.811,7.244,0.3622,0.5433,1.811,
101458,Oras Budesti,1.1607,1.1607,3.869,3.869,15.476,0.7738,1.1607,3.869,
101519,Bulbucata,0.20505,0.20505,0.6835,0.6835,2.734,0.1367,0.20505,0.6835,
101564,Butimanu,0.3435,0.3435,1.145,1.145,4.58,0.229,0.3435,1.145,
101617,Buturugeni,0.6012,0.6012,2.004,2.004,8.016,0.4008,0.6012,2.004,
101662,Calugareni,0.83805,0.83805,2.7935,2.7935,11.174,0.5587,0.83805,2.7935,
101724,Cascioarele,0.27375,0.27375,0.9125,0.9125,3.65,0.1825,0.27375,0.9125,
101742,Cernica,1.55085,1.55085,5.1695,5.1695,20.678,1.0339,1.55085,5.1695,
101804,Chirnogi,1.10925,1.10925,3.6975,3.6975,14.79,0.7395,1.10925,3.6975,
101822,Chiselet,0.49875,0.49875,1.6625,1.6625,6.65,0.3325,0.49875,1.6625,
101840,Ciocanesti,0.7881,0.7881,2.627,2.627,10.508,0.5254,0.7881,2.627,
101902,Ciolpani,0.76845,0.76845,2.5615,2.5615,10.246,0.5123,0.76845,2.5615,
101957,Ciorogarla,0.87285,0.87285,2.9095,2.9095,11.638,0.5819,0.87285,2.9095,
101984,Clejani,0.53595,0.53595,1.7865,1.7865,7.146,0.3573,0.53595,1.7865,
102035,Clinceni,0.96165,0.96165,3.2055,3.2055,12.822,0.6411,0.96165,3.2055,
102071,Colibasi,0.4896,0.4896,1.632,1.632,6.528,0.3264,0.4896,1.632,
102106,Comana,1.01775,1.01775,3.3925,3.3925,13.57,0.6785,1.01775,3.3925,
102160,Corbeanca,0.9963,0.9963,3.321,3.321,13.284,0.6642,0.9963,3.321,
102213,Cornetu,0.8739,0.8739,2.913,2.913,11.652,0.5826,0.8739,2.913,
102240,Cosereni,0.68415,0.68415,2.2805,2.2805,9.122,0.4561,0.68415,2.2805,
102286,Crevedia,0.87345,0.87345,2.9115,2.9115,11.646,0.5823,0.87345,2.9115,
102348,Crevedia Mare,0.7311,0.7311,2.437,2.437,9.748,0.4874,0.7311,2.437,
102419,Curcani,0.8202,0.8202,2.734,2.734,10.936,0.5468,0.8202,2.734,
102446,Daia,0.38805,0.38805,1.2935,1.2935,5.174,0.2587,0.38805,1.2935,
102473,Dascalu,0.43215,0.43215,1.4405,1.4405,5.762,0.2881,0.43215,1.4405,
102525,Darasti-Ilfov,0.39885,0.39885,1.3295,1.3295,5.318,0.2659,0.39885,1.3295,
102543,1 Decembrie,1.2024,1.2024,4.008,4.008,16.032,0.8016,1.2024,4.008,
102570,Domnesti,1.2726,1.2726,4.242,4.242,16.968,0.8484,1.2726,4.242,
102605,Dragomiresti-Vale,0.73335,0.73335,2.4445,2.4445,9.778,0.4889,0.73335,2.4445,
102641,Dragoesti,0.1407,0.1407,0.469,0.469,1.876,0.0938,0.1407,0.469,
102703,Dridu,0.49875,0.49875,1.6625,1.6625,6.65,0.3325,0.49875,1.6625,
102749,Oras Fierbinti-Targ,0.69645,0.69645,2.3215,2.3215,9.286,0.4643,0.69645,2.3215,
102794,Floresti-Stoenesti,1.29015,1.29015,4.3005,4.3005,17.202,0.8601,1.29015,4.3005,
102838,Frasinet,0.25695,0.25695,0.8565,0.8565,3.426,0.1713,0.25695,0.8565,
102909,Fratesti,0.7902,0.7902,2.634,2.634,10.536,0.5268,0.7902,2.634,
102945,Frumusani,0.7455,0.7455,2.485,2.485,9.94,0.497,0.7455,2.485,
103014,Fundeni,0.73005,0.73005,2.4335,2.4335,9.734,0.4867,0.73005,2.4335,
103032,Oras Fundulea,1.01475,1.01475,3.3825,3.3825,13.53,0.6765,1.01475,3.3825,
103087,Gaiseni,0.82635,0.82635,2.7545,2.7545,11.018,0.5509,0.82635,2.7545,
103130,Ganeasa,0.7704,0.7704,2.568,2.568,10.272,0.5136,0.7704,2.568,
103194,Gaujani,0.35295,0.35295,1.1765,1.1765,4.706,0.2353,0.35295,1.1765,
103238,Ghimpati,0.8568,0.8568,2.856,2.856,11.424,0.5712,0.8568,2.856,
103283,Garbovi,0.5802,0.5802,1.934,1.934,7.736,0.3868,0.5802,1.934,
103309,Gogosari,0.26835,0.26835,0.8945,0.8945,3.578,0.1789,0.26835,0.8945,
103354,Gostinu,0.28695,0.28695,0.9565,0.9565,3.826,0.1913,0.28695,0.9565,
103372,Gostinari,0.34935,0.34935,1.1645,1.1645,4.658,0.2329,0.34935,1.1645,
103407,Gradinari,0.49125,0.49125,1.6375,1.6375,6.55,0.3275,0.49125,1.6375,
103443,Gradistea,0.46995,0.46995,1.5665,1.5665,6.266,0.3133,0.46995,1.5665,
103470,Greaca,0.3462,0.3462,1.154,1.154,4.616,0.2308,0.3462,1.154,
103513,Gruiu,1.0308,1.0308,3.436,3.436,13.744,0.6872,1.0308,3.436,
103568,Gurbanesti,0.1785,0.1785,0.595,0.595,2.38,0.119,0.1785,0.595,
103639,Hotarele,0.53025,0.53025,1.7675,1.7675,7.07,0.3535,0.53025,1.7675,
103693,Iepuresti,0.2895,0.2895,0.965,0.965,3.86,0.193,0.2895,0.965,
103764,Ileana,0.48495,0.48495,1.6165,1.6165,6.466,0.3233,0.48495,1.6165,
103862,Ion Roata,0.5625,0.5625,1.875,1.875,7.5,0.375,0.5625,1.875,
103899,Izvoarele,0.5253,0.5253,1.751,1.751,7.004,0.3502,0.5253,1.751,
103960,Jilavele,0.519,0.519,1.73,1.73,6.92,0.346,0.519,1.73,
103997,Joita,0.5256,0.5256,1.752,1.752,7.008,0.3504,0.5256,1.752,
104047,Letca Noua,0.51105,0.51105,1.7035,1.7035,6.814,0.3407,0.51105,1.7035,
104083,Luica,0.31995,0.31995,1.0665,1.0665,4.266,0.2133,0.31995,1.0665,
104118,Mihai Bravu,0.36765,0.36765,1.2255,1.2255,4.902,0.2451,0.36765,1.2255,
104136,Oras Mihailesti,1.14075,1.14075,3.8025,3.8025,15.21,0.7605,1.14075,3.8025,
104181,Manastirea,0.8325,0.8325,2.775,2.775,11.1,0.555,0.8325,2.775,
104225,Marsa,0.4143,0.4143,1.381,1.381,5.524,0.2762,0.4143,1.381,
104243,Moara Vlasiei,0.9276,0.9276,3.092,3.092,12.368,0.6184,0.9276,3.092,
104270,Movilita,0.3834,0.3834,1.278,1.278,5.112,0.2556,0.3834,1.278,
104323,Nana,0.36075,0.36075,1.2025,1.2025,4.81,0.2405,0.36075,1.2025,
104341,Nicolae Balcescu,0.24405,0.24405,0.8135,0.8135,3.254,0.1627,0.24405,0.8135,
104387,Niculesti,0.6486,0.6486,2.162,2.162,8.648,0.4324,0.6486,2.162,
104421,Nuci,0.423,0.423,1.41,1.41,5.64,0.282,0.423,1.41,
104485,Ogrezeni,0.70725,0.70725,2.3575,2.3575,9.43,0.4715,0.70725,2.3575,
104519,Oinacu,0.4947,0.4947,1.649,1.649,6.596,0.3298,0.4947,1.649,
104546,Peris,1.08705,1.08705,3.6235,3.6235,14.494,0.7247,1.08705,3.6235,
104582,Petrachioaia,0.4962,0.4962,1.654,1.654,6.616,0.3308,0.4962,1.654,
104635,Plataresti,0.5295,0.5295,1.765,1.765,7.06,0.353,0.5295,1.765,
104680,Prundu,0.64035,0.64035,2.1345,2.1345,8.538,0.4269,0.64035,2.1345,
104715,Putineiu,0.3525,0.3525,1.175,1.175,4.7,0.235,0.3525,1.175,
104751,Radovanu,0.61125,0.61125,2.0375,2.0375,8.15,0.4075,0.61125,2.0375,
104788,Rasuceni,0.34845,0.34845,1.1615,1.1615,4.646,0.2323,0.34845,1.1615,
104831,Roata De Jos,1.20855,1.20855,4.0285,4.0285,16.114,0.8057,1.20855,4.0285,
104886,Sarulesti,0.44415,0.44415,1.4805,1.4805,5.922,0.2961,0.44415,1.4805,
104975,Schitu,0.2562,0.2562,0.854,0.854,3.416,0.1708,0.2562,0.854,
105026,Sinesti,0.40785,0.40785,1.3595,1.3595,5.438,0.2719,0.40785,1.3595,
105106,Singureni,0.4548,0.4548,1.516,1.516,6.064,0.3032,0.4548,1.516,
105142,Slobozia Moara,0.30345,0.30345,1.0115,1.0115,4.046,0.2023,0.30345,1.0115,
105160,Snagov,1.1193,1.1193,3.731,3.731,14.924,0.7462,1.1193,3.731,
105222,Sohatu,0.40485,0.40485,1.3495,1.3495,5.398,0.2699,0.40485,1.3495,
105259,Spantov,0.7137,0.7137,2.379,2.379,9.516,0.4758,0.7137,2.379,
105295,Stanesti,0.3957,0.3957,1.319,1.319,5.276,0.2638,0.3957,1.319,
105348,Stoenesti,0.29895,0.29895,0.9965,0.9965,3.986,0.1993,0.29895,0.9965,
105384,Soldanu,0.51285,0.51285,1.7095,1.7095,6.838,0.3419,0.51285,1.7095,
105419,Stefanestii De Jos,1.0158,1.0158,3.386,3.386,13.544,0.6772,1.0158,3.386,
105455,Tamadau Mare,0.3753,0.3753,1.251,1.251,5.004,0.2502,0.3753,1.251,
105534,Tartasesti,0.7677,0.7677,2.559,2.559,10.236,0.5118,0.7677,2.559,
105570,Tunari,0.825,0.825,2.75,2.75,11,0.55,0.825,2.75,
105605,Ulmeni,0.75975,0.75975,2.5325,2.5325,10.13,0.5065,0.75975,2.5325,
105623,Ulmi,1.1163,1.1163,3.721,3.721,14.884,0.7442,1.1163,3.721,
105712,Valea Argovei,0.3708,0.3708,1.236,1.236,4.944,0.2472,0.3708,1.236,
105776,Valea Dragului,0.43035,0.43035,1.4345,1.4345,5.738,0.2869,0.43035,1.4345,
105794,Valea Macrisului,0.26865,0.26865,0.8955,0.8955,3.582,0.1791,0.26865,0.8955,
105829,Vasilati,0.6606,0.6606,2.202,2.202,8.808,0.4404,0.6606,2.202,
105874,Varasti,0.88815,0.88815,2.9605,2.9605,11.842,0.5921,0.88815,2.9605,
105909,Vedea,0.40905,0.40905,1.3635,1.3635,5.454,0.2727,0.40905,1.3635,
105936,Vidra,1.26015,1.26015,4.2005,4.2005,16.802,0.8401,1.26015,4.2005,
105972,Vanatorii Mici,0.70155,0.70155,2.3385,2.3385,9.354,0.4677,0.70155,2.3385,
106318,Municipiul Baia Mare,22.18455,22.18455,73.9485,73.9485,295.794,14.7897,22.18455,73.9485,
106363,Grosi,0.42,0.42,1.4,1.4,5.6,0.28,0.42,1.4,
106407,Recea,0.9231,0.9231,3.077,3.077,12.308,0.6154,0.9231,3.077,
106461,Oras Tautii-Magheraus,1.20765,1.20765,4.0255,4.0255,16.102,0.8051,1.20765,4.0255,
106559,Municipiul Sighetu Marmatiei,6.62175,6.62175,22.0725,22.0725,88.29,4.4145,6.62175,22.0725,
106620,Sarasau,0.4131,0.4131,1.377,1.377,5.508,0.2754,0.4131,1.377,
106648,Vadu Izei,0.43185,0.43185,1.4395,1.4395,5.758,0.2879,0.43185,1.4395,
106684,Oras Baia Sprie,2.56365,2.56365,8.5455,8.5455,34.182,1.7091,2.56365,8.5455,
106746,Oras Borsa,4.48215,4.48215,14.9405,14.9405,59.762,2.9881,4.48215,14.9405,
106782,Oras Cavnic,0.78825,0.78825,2.6275,2.6275,10.51,0.5255,0.78825,2.6275,
106817,Oras Targu Lapus,1.98285,1.98285,6.6095,6.6095,26.438,1.3219,1.98285,6.6095,
106979,Oras Viseu De Sus,2.72565,2.72565,9.0855,9.0855,36.342,1.8171,2.72565,9.0855,
107001,Ardusat,0.4146,0.4146,1.382,1.382,5.528,0.2764,0.4146,1.382,
107047,Arinis,0.15525,0.15525,0.5175,0.5175,2.07,0.1035,0.15525,0.5175,
107083,Asuaju De Sus,0.1986,0.1986,0.662,0.662,2.648,0.1324,0.1986,0.662,
107118,Baita De Sub Codru,0.28125,0.28125,0.9375,0.9375,3.75,0.1875,0.28125,0.9375,
107154,Baiut,0.36405,0.36405,1.2135,1.2135,4.854,0.2427,0.36405,1.2135,
107190,Basesti,0.21135,0.21135,0.7045,0.7045,2.818,0.1409,0.21135,0.7045,
107234,Bicaz,0.1578,0.1578,0.526,0.526,2.104,0.1052,0.1578,0.526,
107270,Bistra,0.65355,0.65355,2.1785,2.1785,8.714,0.4357,0.65355,2.1785,
107314,Barsana,0.7083,0.7083,2.361,2.361,9.444,0.4722,0.7083,2.361,
107350,Bocicoiu Mare,0.6762,0.6762,2.254,2.254,9.016,0.4508,0.6762,2.254,
107403,Bogdan Voda,0.4578,0.4578,1.526,1.526,6.104,0.3052,0.4578,1.526,
107430,Boiu Mare,0.1689,0.1689,0.563,0.563,2.252,0.1126,0.1689,0.563,
107485,Botiza,0.3885,0.3885,1.295,1.295,5.18,0.259,0.3885,1.295,
107519,Budesti,0.46275,0.46275,1.5425,1.5425,6.17,0.3085,0.46275,1.5425,
